Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Line,PP,GS,L5 TOI,L40 TOI,S TOI,L5 SOG,L40 SOG,S SOG,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Jayce Hawryluk,,,RW,2600,FLA,@OTT,1,L2,P2,3.46,11.3,9.2,9.2,1.2,0.9,0.9,4.1,1.6,1.6,-0.6,3.7,1.6,0.6,0.0,0.0
Mattias Janmark,,,LW,2600,DAL,@EDM,0,L2,,2.77,14.6,15.5,15.2,1.4,1.4,1.3,1.8,1.7,1.7,0.1,3.2,2.2,0.8,0.0,0.0
Josh Currie,,,RW,2600,EDM,DAL,1,L3,,2.73,8.5,9.0,9.0,1.2,1.0,1.0,1.4,1.6,1.6,0.0,3.3,1.6,0.6,0.0,0.0
Matt Puempel,,,LW,2600,DET,@BUF,2,L4,,2.73,8.8,8.8,8.8,1.5,1.5,1.5,1.5,1.5,1.5,0.8,2.2,0.1,0.0,0.0,0.0
Justin Abdelkader,,,LW,2600,DET,@BUF,2,,,2.73,15.4,14.6,15.4,1.2,1.3,1.3,1.4,1.3,1.5,0.2,2.9,0.0,0.0,0.0,0.0
David Kampf,,,C,2600,CHI,@SJ,1,L4,,2.76,11.1,14.4,14.1,0.6,1.1,1.2,0.4,1.4,1.5,0.0,3.0,1.6,0.6,0.0,0.0
Brian Gibbons,,,LW,2600,OTT,FLA,1,L4,,3.04,11.8,10.6,10.6,0.8,0.8,0.8,3.2,1.5,1.2,-0.2,2.7,0.8,0.3,0.0,0.0
Tyler Lewington,,,D,2500,WAS,@CAR,3,,,2.82,13.8,13.8,13.8,1.5,1.5,1.5,3.5,3.5,3.5,-0.7,7.7,0.0,0.0,0.0,0.0
Brendan Gaunce,,,LW,2500,VAN,LA,126,,,2.92,7.6,7.6,7.6,0.7,0.7,0.7,2.7,2.7,2.7,-0.1,5.4,0.0,0.0,0.0,0.0
Zac Dalpe,,,C,2500,CLS,MON,132,,,2.95,9.0,9.0,9.0,1.0,1.0,1.0,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0
Maxime Lajoie,,,D,2500,OTT,FLA,33,,,3.04,16.3,18.1,18.9,1.4,1.0,1.4,0.9,1.7,2.1,0.1,4.1,0.0,0.0,0.0,0.0
Dylan McIlrath,,,D,2500,DET,@BUF,2,D3,,2.73,14.9,14.9,14.9,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.2,0.1,0.0,0.0
Noah Juulsen,,,D,2500,MON,@CLS,100,,,2.55,12.9,17.1,17.1,1.0,1.0,1.0,1.2,1.9,1.9,0.5,3.3,0.0,0.0,0.0,0.0
Drake Batherson,,,RW,2500,OTT,FLA,27,,,3.04,11.3,13.4,13.4,1.0,0.9,0.9,1.7,2.0,2.0,0.2,3.9,0.0,0.0,0.0,0.0
Filip Zadina,,,LW,2500,DET,@BUF,13,,,2.73,16.0,15.4,15.4,1.6,2.0,2.0,1.8,1.9,1.9,0.1,3.8,0.0,0.0,0.0,0.0
Xavier Ouellet,,,D,2500,MON,@CLS,111,,,2.55,15.8,17.0,17.0,1.4,1.7,1.7,1.4,1.9,1.9,0.8,3.1,0.0,0.0,0.0,0.0
Filip Chlapik,,,C,2500,OTT,FLA,6,,,3.04,13.9,13.9,13.9,1.8,1.8,1.8,1.9,1.9,1.9,0.7,3.1,0.0,0.0,0.0,0.0
Matt Luff,,,RW,2500,LA,@VAN,20,,,2.58,8.3,11.1,11.1,0.8,1.4,1.4,1.1,1.9,1.9,-0.1,3.8,0.0,0.0,0.0,0.0
Henri Jokiharju,,,D,2500,CHI,@SJ,33,,,2.76,12.9,19.0,19.0,0.4,1.6,1.6,1.1,1.9,1.9,0.2,3.7,0.0,0.0,0.0,0.0
Andrew Ladd,,,RW,2500,NYI,@WPG,1,,,2.48,14.2,13.8,13.8,1.0,1.3,1.3,0.9,1.7,1.7,-0.1,3.5,0.0,0.0,0.0,0.0
Gavin Bayreuther,,,D,2500,DAL,@EDM,90,,,2.77,13.9,18.2,18.2,1.2,1.3,1.3,1.0,1.8,1.8,0.1,3.5,0.0,0.0,0.0,0.0
Andre Burakovsky,,,LW,2500,WAS,@CAR,1,L4,,2.82,11.4,10.7,11.1,1.6,1.4,1.3,1.5,1.9,1.7,-0.1,3.5,2.4,1.0,0.0,0.0
Brock McGinn,,,LW,2500,CAR,WAS,1,L4,,3.18,11.7,14.9,14.5,0.8,1.4,1.5,1.3,1.9,1.7,0.1,3.3,2.1,0.8,0.0,0.0
Nathan Beaulieu,,,D,2500,WPG,NYI,2,D1,,3.02,17.8,15.7,15.6,2.0,1.4,1.3,1.6,1.8,1.7,0.4,3.0,1.6,0.6,0.0,0.0
Thomas Hickey,,,D,2500,NYI,@WPG,1,,,2.48,16.6,18.5,18.5,1.6,1.2,1.2,1.7,1.6,1.6,0.7,2.4,0.0,0.0,0.0,0.0
Tyler Pitlick,,,LW,2500,DAL,@EDM,67,,,2.77,11.5,13.5,13.7,0.6,1.6,1.6,0.7,1.8,1.7,0.0,3.4,0.0,0.0,0.0,0.0
Evan Bouchard,,,D,2500,EDM,DAL,146,,,2.73,11.8,12.4,12.4,1.6,1.4,1.4,2.2,1.7,1.7,0.1,3.3,0.0,0.0,0.0,0.0
Adrian Kempe,,,C,2500,LA,@VAN,1,L2,P2,2.58,17.4,15.8,14.5,1.2,1.5,1.5,1.2,1.8,1.7,-0.1,3.5,2.0,0.8,0.0,0.0
Antti Suomela,,,C,2500,SJ,CHI,107,,,3.74,12.1,11.3,11.3,1.4,1.6,1.6,1.0,1.7,1.7,0.3,3.1,0.0,0.0,0.0,0.0
Trevor Daley,,,D,2500,DET,@BUF,2,,,2.73,18.6,18.5,18.6,0.6,1.1,1.1,1.1,1.5,1.6,0.2,2.9,0.0,0.0,0.0,0.0
Jean-Sebastien Dea,,,C,2500,PIT,,100,,,,7.8,10.3,10.3,1.0,1.3,1.3,1.1,1.6,1.6,0.0,3.2,0.0,0.0,0.0,0.0
Alex Formenton,,,LW,2500,OTT,FLA,146,,,3.04,12.1,11.7,11.7,2.2,1.8,1.8,2.2,1.6,1.6,0.2,3.0,0.0,0.0,0.0,0.0
Adam Lowry,,,C,2500,WPG,NYI,2,L3,,3.02,14.4,14.7,14.7,1.6,1.3,1.3,1.0,1.5,1.6,-0.1,3.3,2.2,0.9,0.0,0.0
Cal Clutterbuck,,,RW,2500,NYI,@WPG,1,L4,P2,2.48,14.3,13.8,13.7,0.8,1.4,1.2,0.6,1.9,1.6,-0.1,3.4,1.6,0.6,0.0,0.0
Kyle Clifford,,,LW,2500,LA,@VAN,1,L3,,2.58,13.4,10.3,10.2,1.8,1.6,1.5,2.0,1.8,1.6,-0.1,3.2,1.4,0.6,0.0,0.0
Lawrence Pilut,,,D,2500,BUF,DET,1,D1,,3.27,17.8,17.3,17.3,1.0,1.1,1.1,1.1,1.5,1.5,0.4,2.7,1.4,0.6,0.0,0.0
Travis Boyd,,,RW,2500,WAS,@CAR,1,L4,,2.82,8.5,10.0,9.9,1.0,0.7,0.7,1.2,1.4,1.5,0.0,2.9,1.1,0.4,0.0,0.0
Brooks Orpik,,,D,2500,WAS,@CAR,1,D3,,2.82,14.5,15.5,15.6,0.8,0.7,0.8,1.0,1.5,1.5,0.4,2.7,1.6,0.6,0.0,0.0
Victor Mete,,,D,2500,MON,@CLS,1,D1,,2.55,18.5,19.1,17.6,0.4,0.9,0.9,1.1,1.6,1.5,0.3,2.7,1.6,0.6,0.0,0.0
Riley Sheahan,,,C,2500,FLA,@OTT,1,L4,,3.46,14.1,13.7,13.4,1.4,1.4,1.3,0.9,1.7,1.5,0.1,2.9,1.9,0.8,0.0,0.0
Troy Brouwer,,,LW,2500,FLA,@OTT,1,L4,,3.46,12.7,13.4,12.6,0.8,1.2,1.1,0.7,1.4,1.5,0.1,2.9,1.5,0.6,0.0,0.0
Mark Pysyk,,,D,2500,FLA,@OTT,1,D2,,3.46,16.1,18.9,18.3,0.6,0.9,0.9,0.9,1.5,1.5,0.2,2.7,1.8,0.7,0.0,0.0
Jujhar Khaira,,,LW,2500,EDM,DAL,1,,,2.73,13.5,13.1,12.6,1.8,1.2,1.1,1.9,1.7,1.5,0.0,3.0,0.0,0.0,0.0,0.0
Ty Rattie,,,RW,2500,EDM,DAL,1,,,2.73,7.3,10.9,11.3,0.8,1.7,1.7,0.8,1.4,1.5,-0.2,3.2,0.0,0.0,0.0,0.0
Kevin Gravel,,,D,2500,EDM,DAL,1,,,2.73,13.4,14.8,14.8,2.2,1.3,1.3,1.3,1.5,1.5,0.6,2.4,0.0,0.0,0.0,0.0
Jamie Oleksiak,,,D,2500,DAL,@EDM,0,D3,,2.77,11.1,14.1,14.7,0.2,0.8,0.9,0.9,1.0,1.5,0.0,2.9,1.8,0.7,0.0,0.0
Julius Honka,,,D,2500,DAL,@EDM,0,,,2.77,11.7,13.7,13.7,0.6,1.3,1.3,0.7,1.5,1.5,0.3,2.7,0.0,0.0,0.0,0.0
Alexander Petrovic,,,D,2500,EDM,DAL,1,,,2.73,11.2,16.5,16.5,1.0,1.3,1.3,0.9,1.5,1.5,0.6,2.5,0.0,0.0,0.0,0.0
Jonny Brodzinski,,,RW,2500,LA,@VAN,1,L4,,2.58,8.3,10.3,10.3,0.4,1.1,1.1,1.1,1.5,1.5,-0.3,3.3,1.4,0.6,0.0,0.0
Derrick Pouliot,,,D,2500,VAN,LA,1,D2,P2,2.92,18.6,15.7,17.2,1.0,0.7,0.9,0.8,1.4,1.5,0.3,2.7,1.9,0.8,0.0,0.0
Brenden Dillon,,,D,2500,SJ,CHI,2,D2,,3.74,17.6,19.1,17.5,0.6,0.8,0.9,1.0,1.5,1.5,0.2,2.7,1.7,0.7,0.0,0.0
Tage Thompson,,,LW,2500,BUF,DET,1,,,3.27,11.2,12.0,12.1,1.0,1.8,1.7,0.5,1.3,1.4,0.0,2.8,0.0,0.0,0.0,0.0
C.J. Smith,,,LW,2500,BUF,DET,32,,,3.27,9.6,10.7,10.7,1.2,1.6,1.6,0.6,1.4,1.4,-0.2,3.0,0.0,0.0,0.0,0.0
Joe Hicketts,,,D,2500,DET,@BUF,109,,,2.73,17.6,17.1,17.1,1.0,1.1,1.1,1.5,1.4,1.4,1.0,1.7,0.0,0.0,0.0,0.0
Greg McKegg,,,C,2500,CAR,WAS,1,L4,,3.18,9.5,10.9,10.9,0.0,0.7,0.7,0.1,1.4,1.4,-0.5,3.2,1.1,0.4,0.0,0.0
Nic Dowd,,,C,2500,WAS,@CAR,1,L4,,2.82,10.1,10.2,10.3,0.6,0.6,0.7,1.5,1.5,1.4,-0.1,3.0,1.2,0.5,0.0,0.0
Jonas Siegenthaler,,,D,2500,WAS,@CAR,1,,,2.82,13.1,14.0,14.0,0.8,0.5,0.5,1.1,1.4,1.4,0.3,2.6,0.0,0.0,0.0,0.0
Matthew Peca,,,C,2500,MON,@CLS,1,,,2.55,9.0,10.5,10.5,1.2,0.9,0.9,0.9,1.4,1.4,-0.5,3.2,0.0,0.0,0.0,0.0
Scott Harrington,,,D,2500,CLS,MON,1,D3,,2.95,14.8,14.3,12.9,0.4,0.7,0.7,0.8,1.4,1.4,0.2,2.6,1.4,0.6,0.0,0.0
Ben Harpur,,,D,2500,OTT,FLA,1,,,3.04,19.3,17.4,17.6,1.8,0.9,1.0,1.8,1.3,1.4,0.5,2.3,0.0,0.0,0.0,0.0
Leo Komarov,,,RW,2500,NYI,@WPG,1,L3,,2.48,13.6,13.8,14.0,1.6,1.0,0.9,1.9,1.2,1.4,-0.1,2.9,1.8,0.7,0.0,0.0
Cameron Schilling,,,D,2500,WPG,NYI,67,,,3.02,12.1,12.1,12.1,0.5,0.5,0.5,1.4,1.4,1.4,0.1,2.6,0.0,0.0,0.0,0.0
Tobias Rieder,,,LW,2500,EDM,DAL,1,L4,P2,2.73,12.0,12.3,12.7,1.2,1.0,1.3,1.2,1.1,1.4,0.0,2.7,1.9,0.8,0.0,0.0
Erik Condra,,,RW,2500,DAL,@EDM,71,,,2.77,12.9,12.7,12.7,1.8,1.7,1.7,1.6,1.4,1.4,0.1,2.7,0.0,0.0,0.0,0.0
Austin Wagner,,,LW,2500,LA,@VAN,1,L4,,2.58,10.0,9.0,8.9,0.6,0.9,1.0,0.7,1.5,1.4,-0.6,3.3,1.4,0.6,0.0,0.0
Dion Phaneuf,,,D,2500,LA,@VAN,1,D3,,2.58,15.5,14.7,15.0,1.2,1.2,1.2,1.5,1.4,1.4,0.4,2.4,2.4,1.0,0.0,0.0
Barclay Goodrow,,,C,2500,SJ,CHI,2,L4,,3.74,11.8,11.4,11.0,1.2,1.1,1.0,2.0,1.6,1.4,0.0,2.9,1.5,0.6,0.0,0.0
Lukas Radil,,,RW,2500,SJ,CHI,2,L2,,3.74,10.4,10.7,10.7,0.4,1.1,1.1,0.3,1.4,1.4,-0.1,2.9,1.7,0.7,0.0,0.0
Alexandre Fortin,,,LW,2500,CHI,@SJ,106,,,2.76,9.9,10.6,10.6,0.6,1.2,1.2,0.4,1.4,1.4,-0.3,3.1,0.0,0.0,0.0,0.0
Carl Dahlstrom,,,D,2500,CHI,@SJ,1,D3,,2.76,19.7,18.5,18.5,1.4,1.1,1.1,1.3,1.4,1.4,0.3,2.5,1.4,0.6,0.0,0.0
Radim Simek,,,D,2500,SJ,CHI,2,,,3.74,14.6,15.3,15.2,1.8,1.0,1.0,1.4,1.4,1.4,0.1,2.6,0.0,0.0,0.0,0.0
Johan Larsson,,,C,2500,BUF,DET,1,L4,,3.27,14.9,14.5,14.4,1.4,0.9,1.0,2.0,1.3,1.3,0.1,2.6,1.5,0.6,0.0,0.0
Zemgus Girgensons,,,LW,2500,BUF,DET,1,L4,,3.27,13.8,13.6,13.7,0.6,1.0,1.1,0.9,1.3,1.3,0.0,2.6,1.6,0.6,0.0,0.0
Patrik Berglund,,,LW,2500,BUF,DET,104,,,3.27,13.3,13.0,13.0,0.4,1.1,1.1,0.5,1.3,1.3,-0.1,2.7,0.0,0.0,0.0,0.0
Casey Nelson,,,D,2500,BUF,DET,1,D3,,3.27,17.1,14.9,14.9,1.6,1.0,1.0,1.4,1.3,1.3,0.3,2.3,1.6,0.6,0.0,0.0
Jonathan Ericsson,,,D,2500,DET,@BUF,2,D3,,2.73,14.5,17.4,17.5,1.4,0.8,0.9,1.1,1.1,1.3,0.1,2.4,1.3,0.5,0.0,0.0
Brian Lashoff,,,D,2500,DET,@BUF,2,,,2.73,13.7,13.7,13.7,0.5,0.5,0.5,1.3,1.3,1.3,0.2,2.3,0.0,0.0,0.0,0.0
Martin Necas,,,C,2500,CAR,WAS,162,,,3.18,9.5,10.0,10.0,0.8,0.9,0.9,1.6,1.3,1.3,0.0,2.5,0.0,0.0,0.0,0.0
Saku Maenalanen,,,RW,2500,CAR,WAS,1,L4,,3.18,7.6,9.5,9.5,1.0,1.1,1.1,0.9,1.3,1.3,-0.5,3.1,1.3,0.5,0.0,0.0
Dmitrij Jaskin,,,LW,2500,WAS,@CAR,1,,,2.82,9.7,10.1,10.1,0.8,1.3,1.3,0.6,1.3,1.3,-0.2,2.9,0.0,0.0,0.0,0.0
Warren Foegele,,,RW,2500,CAR,WAS,1,,,3.18,11.2,11.8,12.8,1.4,1.2,1.4,0.8,1.1,1.3,-0.3,2.8,0.0,0.0,0.0,0.0
Devante Smith-Pelly,,,RW,2500,WAS,@CAR,37,,,2.82,10.2,10.8,10.9,0.6,1.1,1.1,0.7,1.1,1.3,-0.1,2.6,0.0,0.0,0.0,0.0
Brandon Dubinsky,,,LW,2500,CLS,MON,1,L4,,2.95,10.3,11.5,12.1,0.8,0.9,1.0,0.4,1.0,1.3,-0.4,3.0,1.8,0.7,0.0,0.0
Dale Weise,,,RW,2500,MON,@CLS,1,,,2.55,10.1,11.8,11.8,0.6,1.1,1.1,0.6,1.3,1.3,-0.2,2.8,0.0,0.0,0.0,0.0
Charles Hudon,,,RW,2500,MON,@CLS,1,,,2.55,12.1,11.7,11.7,1.4,1.6,1.6,1.0,1.3,1.3,0.2,2.5,0.0,0.0,0.0,0.0
Par Lindholm,,,C,2500,WPG,NYI,2,,,3.02,8.3,9.8,11.4,0.6,0.8,1.0,0.5,1.1,1.3,0.0,2.6,0.0,0.0,0.0,0.0
Matt Martin,,,LW,2500,NYI,@WPG,1,L4,,2.48,12.9,11.7,11.4,1.2,0.9,0.9,1.0,1.2,1.3,-0.1,2.7,1.1,0.4,0.0,0.0
Jack Roslovic,,,RW,2500,WPG,NYI,2,,,3.02,9.2,11.5,9.7,1.2,1.0,0.9,1.0,1.5,1.3,-0.8,3.4,0.0,0.0,0.0,0.0
Joe Morrow,,,D,2500,WPG,NYI,2,,,3.02,13.5,13.9,14.0,0.4,1.0,1.0,2.0,1.3,1.3,-0.1,2.7,0.0,0.0,0.0,0.0
Andrew Cogliano,,,LW,2500,DAL,@EDM,0,L3,,2.77,10.2,11.7,12.6,0.4,1.1,1.3,1.6,1.3,1.4,0.0,2.7,2.2,0.9,0.0,0.0
Valeri Nichushkin,,,LW,2500,DAL,@EDM,0,L4,P2,2.77,10.9,11.7,12.0,1.0,1.1,1.2,1.9,1.1,1.2,0.1,2.3,2.6,1.0,0.0,0.0
Jesse Puljujarvi,,,RW,2500,EDM,DAL,39,,,2.73,10.7,11.8,12.0,1.0,1.1,1.2,0.7,1.3,1.3,-0.1,2.8,0.0,0.0,0.0,0.0
Andrej Sekera,,,D,2500,EDM,DAL,1,D3,,2.73,17.0,16.4,16.4,1.0,1.2,1.2,1.6,1.3,1.3,0.0,2.5,1.9,0.8,0.0,0.0
Luke Schenn,,,D,2500,VAN,LA,1,D3,,2.92,15.3,13.3,13.3,1.6,1.2,1.2,1.3,1.3,1.3,0.5,2.0,1.6,0.6,0.0,0.0
Paul LaDue,,,D,2500,LA,@VAN,1,,,2.58,13.7,13.2,13.2,1.0,1.0,1.0,1.4,1.3,1.3,0.0,2.5,0.0,0.0,0.0,0.0
Daniel Brickley,,,D,2500,LA,@VAN,90,,,2.58,12.8,12.8,12.8,0.5,0.5,0.5,1.3,1.3,1.3,-0.3,2.8,0.0,0.0,0.0,0.0
Melker Karlsson,,,RW,2500,SJ,CHI,2,L4,,3.74,11.9,11.3,11.5,0.8,0.9,1.0,0.6,1.4,1.3,-0.5,3.2,1.7,0.7,0.0,0.0
Brandon Davidson,,,D,2500,CHI,@SJ,74,,,2.76,13.2,13.8,13.8,0.4,0.7,0.7,1.2,1.3,1.3,0.5,2.1,0.0,0.0,0.0,0.0
Vladimir Sobotka,,,C,2500,BUF,DET,1,L3,,3.27,13.2,13.7,14.2,0.6,1.0,1.0,0.9,1.2,1.2,-0.2,2.6,1.9,0.8,0.0,0.0
Karl Alzner,,,D,2500,MON,@CLS,48,,,2.55,17.1,17.3,17.3,0.6,0.9,0.9,1.4,1.2,1.2,0.2,2.2,0.0,0.0,0.0,0.0
Michael Dal Colle,,,RW,2500,NYI,@WPG,1,L2,,2.48,13.5,12.0,12.0,1.0,1.1,1.1,1.1,1.2,1.2,0.0,2.4,1.2,0.5,0.0,0.0
Joshua Ho-Sang,,,RW,2500,NYI,@WPG,20,,,2.48,16.0,14.5,14.5,1.0,1.0,1.0,1.1,1.1,1.1,-0.3,2.6,0.0,0.0,0.0,0.0
Mason Appleton,,,RW,2500,WPG,NYI,31,,,3.02,8.6,8.2,8.2,0.2,0.8,0.8,0.3,1.2,1.2,-0.3,2.6,0.0,0.0,0.0,0.0
Dmitry Kulikov,,,D,2500,WPG,NYI,2,D2,,3.02,19.3,16.6,15.6,0.8,0.7,0.7,1.1,1.3,1.2,0.4,2.0,1.4,0.6,0.0,0.0
Sami Niku,,,D,2500,WPG,NYI,2,D3,,3.02,16.6,14.0,14.0,0.4,0.7,0.7,1.0,1.2,1.2,0.0,2.3,1.6,0.6,0.0,0.0
Colby Cave,,,C,2500,EDM,DAL,1,L4,P2,2.73,11.7,11.5,12.1,1.0,1.3,1.2,1.1,1.2,1.2,-0.1,2.5,1.1,0.4,0.0,0.0
Kyle Brodziak,,,C,2500,EDM,DAL,1,L3,,2.73,10.1,11.6,11.7,1.2,1.0,1.1,1.7,1.3,1.2,-0.4,2.8,1.6,0.6,0.0,0.0
Milan Lucic,,,LW,2500,EDM,DAL,1,L3,P2,2.73,13.7,12.6,13.3,0.8,0.8,0.9,1.3,1.3,1.2,-0.2,2.5,2.2,0.9,0.0,0.0
Denis Gurianov,,,RW,2500,DAL,@EDM,25,,,2.77,10.5,10.9,10.9,1.0,1.1,1.1,1.0,1.1,1.1,0.2,2.0,0.0,0.0,0.0,0.0
Brandon Manning,,,D,2500,EDM,DAL,39,,,2.73,12.6,14.8,14.8,1.0,0.8,0.8,1.1,1.2,1.2,0.1,2.3,0.0,0.0,0.0,0.0
Adam Gaudette,,,C,2500,VAN,LA,1,L3,P2,2.92,11.8,10.6,10.7,0.6,1.0,1.0,0.4,1.3,1.2,-0.3,2.7,2.3,0.9,0.0,0.0
Jay Beagle,,,C,2500,VAN,LA,1,L4,,2.92,14.1,13.9,13.7,0.8,0.8,0.8,1.5,1.1,1.2,-0.2,2.5,1.3,0.5,0.0,0.0
Nikita Scherbak,,,RW,2500,LA,@VAN,81,,,2.58,8.6,10.2,10.2,1.2,1.5,1.5,0.7,1.2,1.2,-0.3,2.6,0.0,0.0,0.0,0.0
Ashton Sautner,,,D,2500,VAN,LA,1,D3,,2.92,18.3,14.5,14.5,1.6,1.2,1.2,1.1,1.2,1.2,0.5,2.0,1.2,0.5,0.0,0.0
Joakim Ryan,,,D,2500,SJ,CHI,2,D3,,3.74,14.5,12.8,12.8,1.0,0.8,0.8,0.9,1.2,1.2,-0.1,2.4,1.9,0.8,0.0,0.0
Christoffer Ehn,,,C,2500,DET,@BUF,2,L4,P2,2.73,11.3,10.5,10.1,0.8,0.8,0.7,1.3,1.2,1.1,-0.1,2.3,1.0,0.4,0.0,0.0
Jacob de la Rose,,,C,2500,DET,@BUF,2,,,2.73,10.3,10.9,11.4,0.2,1.1,0.9,0.7,1.0,1.1,-0.1,2.2,0.0,0.0,0.0,0.0
Wade Megan,,,C,2500,DET,@BUF,84,,,2.73,7.7,7.9,7.9,1.4,1.5,1.5,1.4,1.1,1.1,0.4,1.8,0.0,0.0,0.0,0.0
Christian Djoos,,,D,2500,WAS,@CAR,1,,,2.82,15.2,13.3,13.3,0.8,0.7,0.7,1.6,1.1,1.1,0.0,2.1,0.0,0.0,0.0,0.0
Nate Thompson,,,C,2500,MON,@CLS,1,L4,,2.55,15.1,13.4,13.1,2.0,1.0,0.9,2.8,1.3,1.1,0.0,2.3,1.0,0.4,0.0,0.0
Markus Hannikainen,,,RW,2500,CLS,MON,1,,,2.95,10.2,9.4,9.5,1.2,1.1,1.2,0.7,1.0,1.1,-0.2,2.4,0.0,0.0,0.0,0.0
Juho Lammikko,,,C,2500,FLA,@OTT,71,,,3.46,12.0,10.9,10.9,0.8,1.0,1.0,0.5,1.1,1.1,-0.4,2.6,0.0,0.0,0.0,0.0
Nick Paul,,,LW,2500,OTT,FLA,53,,,3.04,8.9,8.5,8.5,1.0,1.5,1.5,1.1,1.1,1.1,0.1,2.1,0.0,0.0,0.0,0.0
Dillon Heatherington,,,D,2500,DAL,@EDM,137,,,2.77,10.2,10.2,10.2,1.0,1.0,1.0,1.1,1.1,1.1,0.3,1.9,0.0,0.0,0.0,0.0
Michael Amadio,,,C,2500,LA,@VAN,1,L4,,2.58,11.0,10.2,10.2,1.0,0.8,0.8,2.1,1.1,1.1,-0.2,2.4,1.2,0.5,0.0,0.0
Tim Schaller,,,LW,2500,VAN,LA,1,L4,,2.92,9.8,10.7,10.8,1.0,0.9,0.9,2.2,1.1,1.1,-0.3,2.4,1.8,0.7,0.0,0.0
Ryan Spooner,,,RW,2500,VAN,LA,1,,,2.92,12.2,10.8,11.1,1.4,1.1,1.3,2.1,1.0,1.1,-0.1,2.3,0.0,0.0,0.0,0.0
Tom Pyatt,,,RW,2500,OTT,FLA,86,,,3.04,9.0,11.7,11.7,0.6,0.8,0.8,0.6,1.1,1.1,0.3,1.9,0.0,0.0,0.0,0.0
Luke Johnson,,,C,2500,CHI,@SJ,96,,,2.76,9.6,10.8,10.8,0.6,1.3,1.3,0.6,1.1,1.1,0.1,2.1,0.0,0.0,0.0,0.0
Rourke Chartier,,,C,2500,SJ,CHI,74,,,3.74,8.4,9.4,9.4,0.6,1.5,1.5,0.6,1.1,1.1,-0.1,2.3,0.0,0.0,0.0,0.0
Marcus Kruger,,,RW,2500,CHI,@SJ,1,L4,,2.76,7.3,10.2,10.5,0.8,0.9,1.0,0.7,1.1,1.1,-0.1,2.3,1.1,0.4,0.0,0.0
Danny O'Regan,,,C,2500,BUF,DET,29,,,3.27,11.9,11.9,11.9,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Matt Hunwick,,,D,2500,BUF,DET,1,,,3.27,16.2,15.7,15.7,0.6,0.7,0.7,1.1,1.0,1.0,-0.1,2.1,0.0,0.0,0.0,0.0
Libor Sulak,,,D,2500,DET,@BUF,4,,,2.73,19.6,19.4,19.4,1.2,1.2,1.2,1.1,1.0,1.0,0.2,1.8,0.0,0.0,0.0,0.0
Chandler Stephenson,,,RW,2500,WAS,@CAR,1,,,2.82,10.3,11.6,12.2,0.0,0.5,0.5,0.2,0.9,1.0,-0.3,2.2,0.0,0.0,0.0,0.0
Nathan Walker,,,LW,2500,WAS,@CAR,144,,,2.82,8.1,8.1,8.1,0.7,0.7,0.7,1.0,1.0,1.0,-0.3,2.3,0.0,0.0,0.0,0.0
Haydn Fleury,,,D,2500,CAR,WAS,6,,,3.18,14.3,12.9,12.9,1.4,0.9,0.9,1.0,1.0,1.0,0.4,1.6,0.0,0.0,0.0,0.0
Riley Nash,,,C,2500,CLS,MON,1,L4,,2.95,11.5,9.7,10.5,0.6,1.1,0.9,0.8,1.1,1.0,-0.2,2.3,2.0,0.8,0.0,0.0
Lukas Sedlak,,,C,2500,CLS,MON,1,,,2.95,8.5,9.1,9.0,0.8,0.9,0.9,0.7,1.1,1.0,-0.2,2.2,0.0,0.0,0.0,0.0
Dean Kukan,,,D,2500,CLS,MON,1,,,2.95,12.7,13.1,13.1,0.6,0.5,0.5,0.8,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
Darren Archibald,,,RW,2500,OTT,FLA,34,,,3.04,5.6,7.4,7.4,0.6,0.8,0.8,0.4,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
Josh Brown,,,D,2500,FLA,@OTT,1,,,3.46,15.1,12.8,12.8,1.0,0.8,0.8,1.6,1.0,1.0,-0.1,2.1,0.0,0.0,0.0,0.0
Ian McCoshen,,,D,2500,FLA,@OTT,1,,,3.46,13.5,13.3,13.3,1.0,0.8,0.8,1.0,1.0,1.0,-0.3,2.3,0.0,0.0,0.0,0.0
Tanner Fritz,,,C,2500,NYI,@WPG,1,,,2.48,10.5,10.8,10.8,0.8,0.8,0.8,0.7,1.0,1.0,-0.2,2.2,0.0,0.0,0.0,0.0
Bogdan Kiselevich,,,D,2500,WPG,NYI,2,,,3.02,15.4,14.9,14.9,0.4,0.4,0.4,1.5,1.0,1.0,-0.1,2.2,0.0,0.0,0.0,0.0
Nelson Nogier,,,D,2500,WPG,NYI,113,,,3.02,10.1,10.1,10.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Justin Dowling,,,C,2500,DAL,@EDM,0,L4,P2,2.77,12.0,12.3,12.3,0.8,0.8,0.8,0.8,0.9,0.9,0.3,1.6,0.0,0.0,0.0,0.0
